Plot,ID,Subplot,Plant_Simple,Visits_tot,homo_motif,hete_motif,Week,Line,Seeds_GF,Fruit_GF,visits_GF
7,Bombyliidae,F3,PUPA,1,7,0,21,3,0,0,1
7,Lasiocampa_trifolii,F3,PUPA,1,4,0,21,3,0,0,1
7,Lasiocampa_trifolii,F4,PUPA,1,4,0,21,3,490,14,1
7,Lasiocampa_trifolii,F6,PUPA,1,4,0,21,3,0,0,1
8,Eristalis_sp.,A2,PUPA,1,1,0,21,3,315,9,1
8,Lasiocampa_trifolii,B2,PUPA,1,10,0,21,3,385,11,1
8,Bombyliidae,B3,PUPA,3,17,0,21,3,735,21,3
8,Lasiocampa_trifolii,B3,PUPA,1,10,0,21,3,735,21,1
8,Bombyliidae,B4,PUPA,1,17,0,21,3,1050,30,1
8,Bombyliidae,B5,PUPA,1,17,0,21,3,245,7,1
8,Bombyliidae,C2,PUPA,1,17,0,21,3,665,19,1
8,Lasiocampa_trifolii,C2,PUPA,1,10,0,21,3,665,19,1
8,Bombyliidae,C3,PUPA,6,17,0,21,3,525,15,6
8,Lasiocampa_trifolii,C3,PUPA,2,10,0,21,3,525,15,2
8,Bombyliidae,C4,PUPA,1,17,0,21,3,560,16,1
8,Lasiocampa_trifolii,C4,PUPA,1,10,0,21,3,560,16,1
8,Lasiocampa_trifolii,C5,PUPA,1,10,0,21,3,315,9,1
8,Bombyliidae,C6,PUPA,1,17,0,21,3,385,11,1
8,Bombyliidae,D2,PUPA,2,17,0,21,3,840,24,2
8,Lasiocampa_trifolii,D2,PUPA,2,10,0,21,3,840,24,2
8,Bombyliidae,D3,PUPA,2,17,0,21,3,490,14,2
8,Lasiocampa_trifolii,D3,PUPA,2,10,0,21,3,490,14,2
8,Bombyliidae,D4,PUPA,3,17,0,21,3,385,11,3
8,Bombyliidae,D5,PUPA,2,17,0,21,3,245,7,2
8,Bombyliidae,D6,PUPA,3,17,0,21,3,210,6,3
8,Lasiocampa_trifolii,D6,PUPA,1,10,0,21,3,210,6,1
8,Bombyliidae,E1,PUPA,1,17,0,21,3,280,8,1
8,Eristalis_sp.,E1,PUPA,2,1,0,21,3,280,8,2
8,Bombyliidae,E2,PUPA,2,17,0,21,3,490,14,2
8,Bombyliidae,E3,PUPA,3,17,0,21,3,420,12,3
8,Lasiocampa_trifolii,E3,PUPA,1,10,0,21,3,420,12,1
8,Andrena_cinerea,E5,PUPA,1,0,0,21,3,385,11,1
8,Bombyliidae,F1,PUPA,2,17,0,21,3,0,0,2
8,Bombyliidae,F2,PUPA,2,17,0,21,3,0,0,2
8,Lasiocampa_trifolii,F3,PUPA,1,10,0,21,3,0,0,1
8,Bombyliidae,F4,PUPA,1,17,0,21,3,0,0,1
