node_id,module,layer_id,type,species,layer_name,Line
55,1,1,plant,5 C4 CHFU,CHFU,2
56,1,2,plant,5 C4 LEMA,LEMA,2
57,1,2,plant,5 C5 LEMA,LEMA,2
58,4,1,plant,5 D1 CHFU,CHFU,2
59,1,2,plant,5 D1 LEMA,LEMA,2
60,1,1,plant,5 D2 CHFU,CHFU,2
61,3,2,plant,5 D2 LEMA,LEMA,2
62,2,2,plant,5 D4 LEMA,LEMA,2
63,1,1,plant,5 D5 CHFU,CHFU,2
64,3,2,plant,5 D5 LEMA,LEMA,2
65,5,1,plant,5 E1 CHFU,CHFU,2
66,2,2,plant,5 E1 LEMA,LEMA,2
67,5,2,plant,5 E5 LEMA,LEMA,2
68,2,2,plant,5 F1 LEMA,LEMA,2
69,5,2,plant,5 F4 LEMA,LEMA,2
70,1,1,plant,5 F5 CHFU,CHFU,2
71,14,1,plant,5 F6 CHFU,CHFU,2
72,2,2,plant,6 A1 LEMA,LEMA,2
73,11,1,plant,6 A2 CHFU,CHFU,2
74,11,1,plant,6 A3 CHFU,CHFU,2
75,4,2,plant,6 A3 LEMA,LEMA,2
76,7,2,plant,6 A4 LEMA,LEMA,2
77,10,1,plant,6 A5 CHFU,CHFU,2
78,1,1,plant,6 A6 CHFU,CHFU,2
79,1,2,plant,6 A6 LEMA,LEMA,2
80,4,2,plant,6 B1 LEMA,LEMA,2
81,5,2,plant,6 B2 LEMA,LEMA,2
82,4,1,plant,6 B3 CHFU,CHFU,2
83,16,2,plant,6 B3 LEMA,LEMA,2
84,15,2,plant,6 B4 LEMA,LEMA,2
85,1,2,plant,6 B5 LEMA,LEMA,2
86,2,2,plant,6 B6 LEMA,LEMA,2
87,10,2,plant,6 C1 LEMA,LEMA,2
88,5,2,plant,6 C3 LEMA,LEMA,2
89,6,2,plant,6 C4 LEMA,LEMA,2
90,7,2,plant,6 C6 LEMA,LEMA,2
91,1,2,plant,6 D1 LEMA,LEMA,2
92,9,2,plant,6 D2 LEMA,LEMA,2
93,9,2,plant,6 D3 LEMA,LEMA,2
94,1,2,plant,6 D4 LEMA,LEMA,2
95,17,2,plant,6 D5 LEMA,LEMA,2
96,4,2,plant,6 D6 LEMA,LEMA,2
97,17,2,plant,6 E1 LEMA,LEMA,2
98,7,2,plant,6 E2 LEMA,LEMA,2
99,9,1,plant,6 E3 CHFU,CHFU,2
100,3,3,plant,6 E5 ME,ME,2
101,6,1,plant,6 F2 CHFU,CHFU,2
102,2,2,plant,6 F2 LEMA,LEMA,2
103,1,2,plant,6 F3 LEMA,LEMA,2
104,7,2,plant,6 F4 LEMA,LEMA,2
105,2,2,plant,6 F5 LEMA,LEMA,2
106,5,2,plant,6 F6 LEMA,LEMA,2
107,6,1,pollinator,Andrena_cinerea,CHFU,2
107,6,2,pollinator,Andrena_cinerea,LEMA,2
107,6,3,pollinator,Andrena_cinerea,ME,2
108,11,1,pollinator,Bruchidae,CHFU,2
109,10,1,pollinator,Cantharidae,CHFU,2
109,10,2,pollinator,Cantharidae,LEMA,2
110,15,2,pollinator,Chrysotoxum_sp.,LEMA,2
111,17,2,pollinator,Coleoptera,LEMA,2
112,1,1,pollinator,Dilophus_sp.,CHFU,2
112,1,2,pollinator,Dilophus_sp.,LEMA,2
113,4,1,pollinator,Diptera,CHFU,2
113,4,2,pollinator,Diptera,LEMA,2
114,8,1,pollinator,Empididae,CHFU,2
115,13,1,pollinator,Episyrphus_balteatus,CHFU,2
116,16,2,pollinator,Eristalis_sp.,LEMA,2
117,9,1,pollinator,Eucera_sp.,CHFU,2
117,9,2,pollinator,Eucera_sp.,LEMA,2
118,3,1,pollinator,Eupeodes_corollae,CHFU,2
118,3,2,pollinator,Eupeodes_corollae,LEMA,2
118,3,3,pollinator,Eupeodes_corollae,ME,2
119,4,1,pollinator,Lomatia_sp.,CHFU,2
120,1,2,pollinator,Malachius_bipustulatus,LEMA,2
121,5,1,pollinator,Meligethes_sp.,CHFU,2
121,5,2,pollinator,Meligethes_sp.,LEMA,2
122,18,2,pollinator,Mordellidae,LEMA,2
123,12,2,pollinator,Nemotelus_sp.,LEMA,2
124,12,2,pollinator,Odontomyia_sp.,LEMA,2
125,2,1,pollinator,Psilothrix_viridicoerulea,CHFU,2
125,2,2,pollinator,Psilothrix_viridicoerulea,LEMA,2
126,14,1,pollinator,Scaeva_sp.,CHFU,2
127,7,1,pollinator,Sphaerophoria_scripta,CHFU,2
127,7,2,pollinator,Sphaerophoria_scripta,LEMA,2
