Plot,L,m
20_300_intralinks20_interlinks50_individuals,4.862529999999999,10
21_100_intralinks20_interlinks50_individuals,3.7817900000000004,21
21_200_intralinks20_interlinks50_individuals,4.09079,7
21_300_intralinks20_interlinks50_individuals,5.108929999999999,11
22_100_intralinks20_interlinks50_individuals,3.6213800000000003,17
22_200_intralinks20_interlinks50_individuals,4.85177,11
22_300_intralinks20_interlinks50_individuals,4.61112,8
23_100_intralinks20_interlinks50_individuals,3.59043,16
23_200_intralinks20_interlinks50_individuals,4.474270000000001,12
23_300_intralinks20_interlinks50_individuals,5.08948,10
24_100_intralinks20_interlinks50_individuals,3.51991,16
24_200_intralinks20_interlinks50_individuals,4.88304,12
24_300_intralinks20_interlinks50_individuals,4.73533,8
25_100_intralinks20_interlinks50_individuals,3.79882,19
25_200_intralinks20_interlinks50_individuals,4.743660000000001,11
25_300_intralinks20_interlinks50_individuals,4.96279,11
26_100_intralinks20_interlinks50_individuals,3.74087,19
26_200_intralinks20_interlinks50_individuals,4.04575,7
26_300_intralinks20_interlinks50_individuals,5.09121,10
27_100_intralinks20_interlinks50_individuals,3.7393,17
27_200_intralinks20_interlinks50_individuals,4.40456,10
27_300_intralinks20_interlinks50_individuals,4.94847,10
28_100_intralinks20_interlinks50_individuals,3.5749999999999997,12
28_200_intralinks20_interlinks50_individuals,4.628419999999999,11
28_300_intralinks20_interlinks50_individuals,5.03263,9
29_100_intralinks20_interlinks50_individuals,3.72643,18
29_200_intralinks20_interlinks50_individuals,4.6656699999999995,9
29_300_intralinks20_interlinks50_individuals,5.38049,8
3_100_intralinks20_interlinks50_individuals,3.70195,16
3_200_intralinks20_interlinks50_individuals,4.045660000000001,7
3_300_intralinks20_interlinks50_individuals,5.184919999999999,9
30_100_intralinks20_interlinks50_individuals,3.68566,16
30_200_intralinks20_interlinks50_individuals,4.47215,11
30_300_intralinks20_interlinks50_individuals,4.486540000000001,6
31_100_intralinks20_interlinks50_individuals,3.76624,18
31_200_intralinks20_interlinks50_individuals,4.2234099999999994,8
31_300_intralinks20_interlinks50_individuals,4.92085,8
32_100_intralinks20_interlinks50_individuals,3.84929,15
32_200_intralinks20_interlinks50_individuals,4.28002,10
32_300_intralinks20_interlinks50_individuals,5.22357,11
33_100_intralinks20_interlinks50_individuals,3.71834,17
33_200_intralinks20_interlinks50_individuals,4.1727099999999995,7
33_300_intralinks20_interlinks50_individuals,4.498260000000001,7
34_100_intralinks20_interlinks50_individuals,3.7484800000000003,19
34_200_intralinks20_interlinks50_individuals,4.8063400000000005,11
34_300_intralinks20_interlinks50_individuals,4.59105,7
35_100_intralinks20_interlinks50_individuals,3.61788,18
35_200_intralinks20_interlinks50_individuals,4.14379,9
35_300_intralinks20_interlinks50_individuals,4.69172,8
36_100_intralinks20_interlinks50_individuals,3.6833200000000006,18
36_200_intralinks20_interlinks50_individuals,4.779390000000001,12
36_300_intralinks20_interlinks50_individuals,5.0687299999999995,10
37_100_intralinks20_interlinks50_individuals,3.7122399999999995,14
37_200_intralinks20_interlinks50_individuals,4.774240000000001,12
37_300_intralinks20_interlinks50_individuals,4.80103,8
38_100_intralinks20_interlinks50_individuals,3.88015,16
38_200_intralinks20_interlinks50_individuals,4.87903,11
38_300_intralinks20_interlinks50_individuals,5.07811,8
39_100_intralinks20_interlinks50_individuals,3.80035,20
39_200_intralinks20_interlinks50_individuals,4.884879999999999,15
39_300_intralinks20_interlinks50_individuals,4.92723,10
4_100_intralinks20_interlinks50_individuals,3.57481,19
4_200_intralinks20_interlinks50_individuals,4.830360000000001,10
4_300_intralinks20_interlinks50_individuals,4.766509999999999,7
40_100_intralinks20_interlinks50_individuals,3.6073900000000005,13
40_200_intralinks20_interlinks50_individuals,4.3215699999999995,8
40_300_intralinks20_interlinks50_individuals,4.92957,10
41_100_intralinks20_interlinks50_individuals,3.7233800000000006,19
41_200_intralinks20_interlinks50_individuals,4.70894,13
41_300_intralinks20_interlinks50_individuals,5.101929999999999,12
42_100_intralinks20_interlinks50_individuals,3.8513499999999996,16
42_200_intralinks20_interlinks50_individuals,4.85223,9
42_300_intralinks20_interlinks50_individuals,4.56047,7
43_100_intralinks20_interlinks50_individuals,3.6234300000000004,19
43_200_intralinks20_interlinks50_individuals,3.95491,7
43_300_intralinks20_interlinks50_individuals,4.775270000000001,10
44_100_intralinks20_interlinks50_individuals,3.53707,15
44_200_intralinks20_interlinks50_individuals,4.68834,11
44_300_intralinks20_interlinks50_individuals,5.1197099999999995,9
45_100_intralinks20_interlinks50_individuals,3.6277600000000003,16
45_200_intralinks20_interlinks50_individuals,4.81544,10
45_300_intralinks20_interlinks50_individuals,4.604379999999999,8
46_100_intralinks20_interlinks50_individuals,3.72596,14
46_200_intralinks20_interlinks50_individuals,4.814179999999999,13
46_300_intralinks20_interlinks50_individuals,4.45683,7
47_100_intralinks20_interlinks50_individuals,3.8024299999999998,19
47_200_intralinks20_interlinks50_individuals,4.0173,7
47_300_intralinks20_interlinks50_individuals,5.20359,10
48_100_intralinks20_interlinks50_individuals,3.64724,13
48_200_intralinks20_interlinks50_individuals,4.0377,7
48_300_intralinks20_interlinks50_individuals,5.34681,9
49_100_intralinks20_interlinks50_individuals,3.4143399999999997,14
49_200_intralinks20_interlinks50_individuals,4.468240000000001,10
49_300_intralinks20_interlinks50_individuals,5.36864,12
5_100_intralinks20_interlinks50_individuals,3.81308,20
5_200_intralinks20_interlinks50_individuals,4.84955,11
5_300_intralinks20_interlinks50_individuals,4.8486,10
50_100_intralinks20_interlinks50_individuals,3.7926399999999996,18
50_200_intralinks20_interlinks50_individuals,5.112889999999999,14
50_300_intralinks20_interlinks50_individuals,4.99017,10
51_100_intralinks20_interlinks50_individuals,3.6891700000000003,18
51_200_intralinks20_interlinks50_individuals,4.79312,10
51_300_intralinks20_interlinks50_individuals,5.21187,11
52_100_intralinks20_interlinks50_individuals,3.6135300000000004,17
52_200_intralinks20_interlinks50_individuals,4.49016,11
52_300_intralinks20_interlinks50_individuals,4.71421,7
53_100_intralinks20_interlinks50_individuals,3.56485,18
53_200_intralinks20_interlinks50_individuals,4.514179999999999,10
53_300_intralinks20_interlinks50_individuals,4.6711,7
54_100_intralinks20_interlinks50_individuals,3.7681200000000006,18
54_200_intralinks20_interlinks50_individuals,4.662829999999999,11
54_300_intralinks20_interlinks50_individuals,4.347519999999999,6
55_100_intralinks20_interlinks50_individuals,3.77796,19
55_200_intralinks20_interlinks50_individuals,4.384129999999999,10
55_300_intralinks20_interlinks50_individuals,5.193899999999999,9
56_100_intralinks20_interlinks50_individuals,3.61094,15
56_200_intralinks20_interlinks50_individuals,4.61004,11
56_300_intralinks20_interlinks50_individuals,5.03601,9
57_100_intralinks20_interlinks50_individuals,3.75405,19
57_200_intralinks20_interlinks50_individuals,4.476210000000001,11
57_300_intralinks20_interlinks50_individuals,4.776590000000001,9
58_100_intralinks20_interlinks50_individuals,3.79161,17
58_200_intralinks20_interlinks50_individuals,4.60334,12
58_300_intralinks20_interlinks50_individuals,4.921760000000001,10
59_100_intralinks20_interlinks50_individuals,3.79015,19
59_200_intralinks20_interlinks50_individuals,4.499200000000001,10
59_300_intralinks20_interlinks50_individuals,4.96054,9
6_100_intralinks20_interlinks50_individuals,3.5924899999999997,18
6_200_intralinks20_interlinks50_individuals,4.93351,11
6_300_intralinks20_interlinks50_individuals,4.90212,10
60_100_intralinks20_interlinks50_individuals,3.63791,14
60_200_intralinks20_interlinks50_individuals,4.4895700000000005,10
60_300_intralinks20_interlinks50_individuals,4.50735,7
61_100_intralinks20_interlinks50_individuals,3.8102599999999995,19
61_200_intralinks20_interlinks50_individuals,4.72628,11
61_300_intralinks20_interlinks50_individuals,4.68119,10
62_100_intralinks20_interlinks50_individuals,3.6074200000000003,13
62_200_intralinks20_interlinks50_individuals,4.33546,8
62_300_intralinks20_interlinks50_individuals,4.9735000000000005,9
63_100_intralinks20_interlinks50_individuals,3.8151699999999997,17
63_200_intralinks20_interlinks50_individuals,4.18504,7
63_300_intralinks20_interlinks50_individuals,4.456340000000001,7
64_100_intralinks20_interlinks50_individuals,3.7279700000000005,15
64_200_intralinks20_interlinks50_individuals,4.284809999999999,8
64_300_intralinks20_interlinks50_individuals,4.67402,8
65_100_intralinks20_interlinks50_individuals,3.53978,18
65_200_intralinks20_interlinks50_individuals,4.654909999999998,10
65_300_intralinks20_interlinks50_individuals,4.714509999999999,8
66_100_intralinks20_interlinks50_individuals,3.79223,19
66_200_intralinks20_interlinks50_individuals,4.78199,9
66_300_intralinks20_interlinks50_individuals,5.26899,10
67_100_intralinks20_interlinks50_individuals,3.61361,18
67_200_intralinks20_interlinks50_individuals,4.4284099999999995,9
67_300_intralinks20_interlinks50_individuals,4.607279999999999,8
68_100_intralinks20_interlinks50_individuals,3.721,18
68_200_intralinks20_interlinks50_individuals,4.612299999999999,13
68_300_intralinks20_interlinks50_individuals,4.784929999999999,10
69_100_intralinks20_interlinks50_individuals,3.6753,16
69_200_intralinks20_interlinks50_individuals,4.083220000000001,7
69_300_intralinks20_interlinks50_individuals,5.09054,9
7_100_intralinks20_interlinks50_individuals,3.8498099999999997,20
7_200_intralinks20_interlinks50_individuals,4.72665,11
7_300_intralinks20_interlinks50_individuals,4.664549999999998,7
70_100_intralinks20_interlinks50_individuals,3.6104499999999997,17
70_200_intralinks20_interlinks50_individuals,4.1042499999999995,7
70_300_intralinks20_interlinks50_individuals,4.75856,10
71_100_intralinks20_interlinks50_individuals,3.7821700000000003,17
71_200_intralinks20_interlinks50_individuals,4.43541,9
71_300_intralinks20_interlinks50_individuals,4.92815,11
72_100_intralinks20_interlinks50_individuals,3.79026,17
72_200_intralinks20_interlinks50_individuals,4.409390000000001,11
72_300_intralinks20_interlinks50_individuals,4.48852,6
73_100_intralinks20_interlinks50_individuals,3.53543,15
73_200_intralinks20_interlinks50_individuals,4.29197,8
73_300_intralinks20_interlinks50_individuals,4.92886,9
74_100_intralinks20_interlinks50_individuals,3.8141999999999996,21
74_200_intralinks20_interlinks50_individuals,4.239090000000001,8
74_300_intralinks20_interlinks50_individuals,4.40213,7
75_100_intralinks20_interlinks50_individuals,3.5306499999999996,20
75_200_intralinks20_interlinks50_individuals,4.54049,11
75_300_intralinks20_interlinks50_individuals,5.187819999999999,10
76_100_intralinks20_interlinks50_individuals,3.5323999999999995,18
76_200_intralinks20_interlinks50_individuals,4.59261,10
76_300_intralinks20_interlinks50_individuals,4.684159999999999,8
77_100_intralinks20_interlinks50_individuals,3.75887,17
77_200_intralinks20_interlinks50_individuals,4.51908,9
77_300_intralinks20_interlinks50_individuals,4.52904,8
78_100_intralinks20_interlinks50_individuals,3.9075300000000004,18
78_200_intralinks20_interlinks50_individuals,4.26677,8
78_300_intralinks20_interlinks50_individuals,5.0114,9
79_100_intralinks20_interlinks50_individuals,3.5579300000000003,14
79_200_intralinks20_interlinks50_individuals,4.106999999999999,7
79_300_intralinks20_interlinks50_individuals,4.88549,10
8_100_intralinks20_interlinks50_individuals,3.5439800000000004,14
8_200_intralinks20_interlinks50_individuals,4.39266,9
8_300_intralinks20_interlinks50_individuals,4.87821,11
80_100_intralinks20_interlinks50_individuals,3.5552499999999996,17
80_200_intralinks20_interlinks50_individuals,4.7102900000000005,10
80_300_intralinks20_interlinks50_individuals,5.028849999999999,9
81_100_intralinks20_interlinks50_individuals,3.5389399999999998,15
81_200_intralinks20_interlinks50_individuals,4.31152,8
81_300_intralinks20_interlinks50_individuals,4.909360000000001,10
82_100_intralinks20_interlinks50_individuals,3.68988,13
82_200_intralinks20_interlinks50_individuals,4.4215,10
82_300_intralinks20_interlinks50_individuals,5.19137,8
83_100_intralinks20_interlinks50_individuals,3.69911,15
83_200_intralinks20_interlinks50_individuals,4.58559,11
83_300_intralinks20_interlinks50_individuals,4.613029999999999,7
84_100_intralinks20_interlinks50_individuals,3.73976,20
84_200_intralinks20_interlinks50_individuals,4.96339,10
84_300_intralinks20_interlinks50_individuals,5.268179999999999,8
85_100_intralinks20_interlinks50_individuals,3.9324099999999995,17
85_200_intralinks20_interlinks50_individuals,4.933270000000001,12
85_300_intralinks20_interlinks50_individuals,5.104879999999999,9
86_100_intralinks20_interlinks50_individuals,3.7179100000000003,18
86_200_intralinks20_interlinks50_individuals,4.379600000000001,8
86_300_intralinks20_interlinks50_individuals,4.227469999999999,6
87_100_intralinks20_interlinks50_individuals,3.86118,18
87_200_intralinks20_interlinks50_individuals,4.168549999999999,7
87_300_intralinks20_interlinks50_individuals,5.430220000000001,8
88_100_intralinks20_interlinks50_individuals,3.68106,15
88_200_intralinks20_interlinks50_individuals,4.51529,11
88_300_intralinks20_interlinks50_individuals,4.350949999999999,7
89_100_intralinks20_interlinks50_individuals,3.7227,18
89_200_intralinks20_interlinks50_individuals,4.8537,15
89_300_intralinks20_interlinks50_individuals,5.04484,10
9_100_intralinks20_interlinks50_individuals,3.7284800000000002,14
9_200_intralinks20_interlinks50_individuals,4.72734,11
9_300_intralinks20_interlinks50_individuals,5.0362100000000005,10
90_100_intralinks20_interlinks50_individuals,3.7881000000000005,19
90_200_intralinks20_interlinks50_individuals,4.4286900000000005,10
90_300_intralinks20_interlinks50_individuals,4.8444899999999995,9
91_100_intralinks20_interlinks50_individuals,3.6768599999999996,18
91_200_intralinks20_interlinks50_individuals,4.733290000000001,11
91_300_intralinks20_interlinks50_individuals,4.85973,9
92_100_intralinks20_interlinks50_individuals,3.58828,14
92_200_intralinks20_interlinks50_individuals,4.90993,12
92_300_intralinks20_interlinks50_individuals,4.8692400000000005,7
93_100_intralinks20_interlinks50_individuals,3.6771100000000003,15
93_200_intralinks20_interlinks50_individuals,4.27353,8
93_300_intralinks20_interlinks50_individuals,4.50157,7
94_100_intralinks20_interlinks50_individuals,3.52386,17
94_200_intralinks20_interlinks50_individuals,4.6642399999999995,12
94_300_intralinks20_interlinks50_individuals,4.179660000000001,6
95_100_intralinks20_interlinks50_individuals,3.67272,14
95_200_intralinks20_interlinks50_individuals,4.35526,9
95_300_intralinks20_interlinks50_individuals,4.697919999999999,8
96_100_intralinks20_interlinks50_individuals,3.67427,15
96_200_intralinks20_interlinks50_individuals,4.41503,7
96_300_intralinks20_interlinks50_individuals,4.9867300000000006,11
97_100_intralinks20_interlinks50_individuals,3.69547,15
97_200_intralinks20_interlinks50_individuals,4.55822,11
97_300_intralinks20_interlinks50_individuals,4.4882100000000005,6
98_100_intralinks20_interlinks50_individuals,3.70066,17
98_200_intralinks20_interlinks50_individuals,4.6036,10
98_300_intralinks20_interlinks50_individuals,5.36526,9
99_100_intralinks20_interlinks50_individuals,3.64706,15
99_200_intralinks20_interlinks50_individuals,4.50316,10
99_300_intralinks20_interlinks50_individuals,5.26386,8
