year,plot,subplot,focal,fruit,seed
2019,8,E5,LEMA,3,144
2019,8,E5,MESU,390,780
2019,8,E5,POMA,1,86
2019,8,E5,POMO,4,244
2019,8,E5,PUPA,11,990
2019,8,E5,SASO,15,30
2019,8,E6,BEMA,60,240
2019,8,E6,CETE,6,2028
2019,8,E6,CHFU,4,336
2019,8,E6,LEMA,6,288
2019,8,E6,POMA,1,86
2019,8,E6,PUPA,7,630
2019,8,F1,BEMA,50,200
2019,8,F1,CETE,16,5408
2019,8,F1,CHFU,4,336
2019,8,F1,LEMA,3,144
2019,8,F1,PAIN,1,1
2019,8,F1,POMA,1,86
2019,8,F1,SASO,5,10
2019,8,F1,SPRU,40,3360
2019,8,F2,BEMA,40,160
2019,8,F2,CETE,8,2704
2019,8,F2,CHFU,10,840
2019,8,F2,LEMA,2,96
2019,8,F2,POMA,1,86
2019,8,F2,SASO,5,10
2019,8,F2,SPRU,50,4200
2019,8,F3,BEMA,60,240
2019,8,F3,CETE,4,1352
2019,8,F3,CHFU,8,672
2019,8,F3,HOMA,1,12
2019,8,F3,PAIN,1,1
2019,8,F3,POMA,1,86
2019,8,F3,SASO,10,20
2019,8,F3,SPRU,40,3360
2019,8,F4,BEMA,60,240
2019,8,F4,CETE,6,2028
2019,8,F4,CHFU,11,924
2019,8,F4,HOMA,1,12
2019,8,F4,LEMA,3,144
2019,8,F4,PAIN,1,1
2019,8,F4,POMA,1,86
2019,8,F4,POMO,4,244
2019,8,F5,BEMA,50,200
2019,8,F5,CETE,14,4732
2019,8,F5,CHFU,15,1260
2019,8,F5,LEMA,5,240
2019,8,F5,PAIN,1,1
2019,8,F5,POMA,1,86
2019,8,F5,PUPA,16,1440
2019,8,F5,SASO,5,10
2019,8,F5,SOAS,6,270
2019,8,F6,BEMA,40,160
2019,8,F6,CETE,15,5070
2019,8,F6,CHFU,9,756
2019,8,F6,LEMA,3,144
2019,8,F6,PAIN,1,1
2019,8,F6,POMA,1,86
2019,8,F6,PUPA,9,810
2019,8,F6,SASO,5,10
2019,8,F6,SOAS,4,180
2019,9,A1,CHFU,2,168
2019,9,A1,LEMA,2,96
2019,9,A1,PAIN,1,1
2019,9,A1,POMA,1,86
2019,9,A1,POMO,4,244
2019,9,A1,SOAS,7,315
2019,9,A2,CHFU,5,420
2019,9,A2,LEMA,2,96
2019,9,A2,MESU,20,40
2019,9,A2,PAIN,1,1
2019,9,A2,POMA,1,86
2019,9,A2,SOAS,9,405
2019,9,A3,CHFU,2,168
2019,9,A3,LEMA,2,96
2019,9,A3,MESU,30,60
2019,9,A3,PAIN,1,1
2019,9,A3,POMA,1,86
2019,9,A3,POMO,3,183
2019,9,A3,SOAS,8,360
2019,9,A4,CHFU,2,168
2019,9,A4,MESU,70,140
2019,9,A4,PAIN,1,1
2019,9,A4,POMA,1,86
2019,9,A4,POMO,2,122
2019,9,A4,SOAS,14,630
2019,9,A5,CHFU,2,168
2019,9,A5,MESU,80,160
2019,9,A5,PAIN,1,1
2019,9,A5,POMA,1,86
2019,9,A5,POMO,2,122
2019,9,A5,SOAS,7,315
2019,9,A6,CHFU,4,336
2019,9,A6,LEMA,4,192
2019,9,A6,MESU,300,600
2019,9,A6,POMA,1,86
2019,9,A6,POMO,2,122
2019,9,A6,SOAS,12,540
2019,9,B1,CHFU,2,168
2019,9,B1,HOMA,1,12
2019,9,B1,LEMA,4,192
2019,9,B1,MESU,60,120
2019,9,B1,POMA,1,86
2019,9,B1,POMO,2,122
2019,9,B1,SOAS,11,495
2019,9,B2,CHFU,2,168
2019,9,B2,LEMA,2,96
2019,9,B2,POMA,1,86
2019,9,B2,POMO,2,122
2019,9,B2,SOAS,6,270
2019,9,B3,CHFU,2,168
2019,9,B3,LEMA,2,96
2019,9,B3,PAIN,1,1
2019,9,B3,POMA,1,86
2019,9,B3,POMO,2,122
2019,9,B3,SOAS,8,360
2019,9,B4,CHFU,1,84
2019,9,B4,LEMA,2,96
2019,9,B4,MESU,120,240
2019,9,B4,POMA,1,86
2019,9,B4,POMO,3,183
2019,9,B4,SOAS,11,495
2019,9,B5,CHFU,3,252
2019,9,B5,LEMA,1,48
2019,9,B5,MESU,140,280
2019,9,B5,POMA,1,86
2019,9,B5,POMO,2,122
2019,9,B5,SOAS,7,315
2019,9,B6,CHFU,2,168
2019,9,B6,LEMA,2,96
2019,9,B6,MESU,300,600
2019,9,B6,POMA,1,86
2019,9,B6,POMO,2,122
2019,9,B6,SOAS,6,270
2019,9,C1,CHFU,1,84
2019,9,C1,HOMA,1,12
2019,9,C1,LEMA,1,48
2019,9,C1,POMA,1,86
2019,9,C1,POMO,2,122
2019,9,C1,SOAS,7,315
2019,9,C2,CHFU,2,168
2019,9,C2,HOMA,1,12
2019,9,C2,LEMA,1,48
2019,9,C2,MESU,150,300
2019,9,C2,POMA,1,86
2019,9,C2,POMO,1,61
2019,9,C2,SOAS,6,270
2019,9,C3,CHFU,2,168
2019,9,C3,HOMA,1,12
2019,9,C3,LEMA,2,96
2019,9,C3,PAIN,1,1
2019,9,C3,POMA,1,86
2019,9,C3,POMO,1,61
2019,9,C4,CHFU,2,168
2019,9,C4,LEMA,1,48
2019,9,C4,POMA,1,86
2019,9,C4,POMO,1,61
2019,9,C4,SOAS,5,225
2019,9,C5,CHFU,3,252
2019,9,C5,LEMA,1,48
2019,9,C5,MESU,140,280
2019,9,C5,POMA,1,86
2019,9,C5,POMO,1,61
2019,9,C5,SOAS,7,315
2019,9,C6,CHFU,1,84
2019,9,C6,LEMA,1,48
2019,9,C6,MESU,140,280
2019,9,C6,POMA,1,86
2019,9,C6,POMO,2,122
2019,9,C6,SOAS,11,495
2019,9,D1,CHFU,4,336
2019,9,D1,HOMA,1,12
2019,9,D1,LEMA,1,48
2019,9,D1,PAIN,1,1
2019,9,D1,POMA,1,86
2019,9,D1,POMO,1,61
2019,9,D2,CHFU,2,168
2019,9,D2,HOMA,1,12
2019,9,D2,PAIN,1,1
2019,9,D2,PLCO,1,22
2019,9,D2,POMA,1,86
2019,9,D2,POMO,1,61
2019,9,D3,CHFU,3,252
2019,9,D3,HOMA,1,12
2019,9,D3,PAIN,1,1
2019,9,D3,POMA,1,86
2019,9,D3,POMO,1,61
2019,9,D4,CHFU,4,336
2019,9,D4,HOMA,1,12
2019,9,D4,LEMA,2,96
2019,9,D4,MESU,240,480
2019,9,D4,PAIN,1,1
2019,9,D4,POMA,1,86
2019,9,D4,POMO,2,122
2019,9,D4,SOAS,9,405
2019,9,D5,CHFU,3,252
2019,9,D5,LEMA,3,144
2019,9,D5,MESU,180,360
2019,9,D5,POMA,1,86
2019,9,D5,POMO,1,61
2019,9,D5,SOAS,12,540
2019,9,D6,CHFU,2,168
2019,9,D6,LEMA,1,48
2019,9,D6,PAIN,1,1
2019,9,D6,POMA,1,86
2019,9,D6,POMO,1,61
2019,9,D6,SOAS,12,540
2019,9,E1,BEMA,5,20
2019,9,E1,CHFU,2,168
2019,9,E1,HOMA,1,12
2019,9,E1,PAIN,1,1
2019,9,E1,POMA,1,86
2019,9,E2,CHFU,2,168
2019,9,E2,HOMA,1,12
2019,9,E2,LEMA,1,48
2019,9,E2,PAIN,1,1
2019,9,E2,POMA,1,86
2019,9,E2,SASO,5,10
2019,9,E3,BEMA,5,20
2019,9,E3,CHFU,3,252
2019,9,E3,HOMA,1,12
2019,9,E3,POMA,1,86
2019,9,E3,SASO,5,10
2019,9,E4,CHFU,3,252
2019,9,E4,HOMA,1,12
2019,9,E4,LEMA,2,96
2019,9,E4,POMA,1,86
2019,9,E4,POMO,1,61
2019,9,E5,CHFU,2,168
2019,9,E5,HOMA,1,12
2019,9,E5,LEMA,1,48
2019,9,E5,POMA,1,86
2019,9,E5,POMO,3,183
2019,9,E6,CHFU,4,336
2019,9,E6,HOMA,1,12
2019,9,E6,LEMA,2,96
2019,9,E6,POMA,1,86
2019,9,E6,POMO,2,122
2019,9,E6,SOAS,8,360
2019,9,F1,CHFU,2,168
2019,9,F1,HOMA,1,12
2019,9,F1,POMA,1,86
2019,9,F2,CHFU,3,252
2019,9,F2,HOMA,1,12
2019,9,F2,PLCO,1,22
2019,9,F2,POMA,1,86
2019,9,F3,CHFU,2,168
2019,9,F3,HOMA,1,12
2019,9,F3,PLCO,1,22
2019,9,F4,CHFU,4,336
2019,9,F4,HOMA,1,12
2019,9,F4,POMO,1,61
2019,9,F5,CHFU,3,252
2019,9,F5,HOMA,1,12
2019,9,F5,POMA,1,86
2019,9,F5,POMO,1,61
2019,9,F6,CHFU,6,504
2019,9,F6,HOMA,1,12
2019,9,F6,POMA,1,86
2019,9,F6,POMO,1,61
2019,2,B1,RAPE,1,8
2019,2,C4,RAPE,1,8
2019,2,D6,RAPE,2,16
2019,2,E6,RAPE,1,8
2019,4,A1,RAPE,1,8
2019,4,B2,RAPE,1,8
2019,4,B3,RAPE,1,8
2019,4,B4,RAPE,1,8
2019,4,B5,RAPE,1,8
2019,4,D1,RAPE,1,8
2019,4,E3,RAPE,1,8
2019,4,E5,RAPE,1,8
2019,4,E6,RAPE,1,8
2019,4,F1,RAPE,1,8
2019,4,F3,RAPE,1,8
2019,4,F5,RAPE,1,8
2019,5,B2,RAPE,1,8
2019,5,C1,RAPE,4,32
2019,5,C3,RAPE,2,16
2019,5,F1,RAPE,1,8
2019,5,F2,RAPE,1,8
2019,5,F5,RAPE,1,8
2019,6,C1,RAPE,1,8
2019,6,D1,RAPE,1,8
2019,6,D2,RAPE,1,8
2019,6,E1,RAPE,1,8
2019,6,E2,RAPE,2,16
2019,6,F1,RAPE,1,8
2019,6,F2,RAPE,1,8
2019,7,A1,RAPE,4,32
2019,7,A2,RAPE,2,16
2019,7,A3,RAPE,2,16
2019,7,A4,RAPE,4,32
2019,7,A5,RAPE,3,24
2019,7,A6,RAPE,3,24
2019,7,B1,RAPE,3,24
2019,7,B2,RAPE,2,16
2019,7,B3,RAPE,2,16
2019,7,B4,RAPE,3,24
2019,7,B5,RAPE,2,16
2019,7,B6,RAPE,3,24
2019,7,C1,RAPE,2,16
2019,7,C2,RAPE,1,8
2019,7,C3,RAPE,2,16
2019,7,C4,RAPE,2,16
2019,7,C5,RAPE,4,32
2019,7,C6,RAPE,2,16
2019,7,D1,RAPE,1,8
2019,7,D2,RAPE,1,8
2019,7,D3,RAPE,2,16
2019,7,D4,RAPE,2,16
2019,7,D5,RAPE,1,8
2019,7,D6,RAPE,4,32
2019,7,E1,RAPE,2,16
2019,7,E2,RAPE,4,32
2019,7,E3,RAPE,2,16
2019,7,E4,RAPE,2,16
2019,7,E5,RAPE,3,24
2019,7,E6,RAPE,2,16
2019,7,F1,RAPE,2,16
2019,7,F2,RAPE,1,8
2019,7,F3,RAPE,1,8
2019,7,F4,RAPE,2,16
2019,7,F5,RAPE,2,16
2019,7,F6,RAPE,2,16
2019,8,A1,RAPE,1,8
2019,8,A2,RAPE,3,24
2019,8,A3,RAPE,2,16
2019,8,A4,RAPE,2,16
2019,8,A5,RAPE,2,16
2019,8,A6,RAPE,2,16
2019,8,B1,RAPE,3,24
2019,8,B2,RAPE,2,16
2019,8,B3,RAPE,3,24
2019,8,B4,RAPE,2,16
2019,8,B5,RAPE,2,16
2019,8,B6,RAPE,1,8
2019,8,C1,RAPE,1,8
2019,8,C2,RAPE,2,16
2019,8,C3,RAPE,2,16
2019,8,C4,RAPE,2,16
2019,8,C5,RAPE,3,24
2019,8,C6,RAPE,2,16
2019,8,D1,RAPE,1,8
2019,8,D2,RAPE,2,16
2019,8,D3,RAPE,1,8
2019,8,D4,RAPE,2,16
2019,8,D5,RAPE,2,16
2019,8,D6,RAPE,1,8
2019,8,E1,RAPE,1,8
2019,8,E2,RAPE,1,8
2019,8,E3,RAPE,2,16
2019,8,E4,RAPE,2,16
2019,8,E5,RAPE,1,8
2019,8,E6,RAPE,2,16
2019,8,F1,RAPE,2,16
2019,8,F5,RAPE,1,8
2019,8,F6,RAPE,1,8
