node_from,layer_from,module_to,Plot,k.is,ks.bar,SD.ks,z,k.i,sum_aux_c,c
F4 LEMA,LEMA,14,3,0.25,0.5833333333333334,0.3818813079129867,-0.8728715609439696,1,0.5625,0.4375
F4 PUPA,PUPA,3,3,1,1.2323220258002867,0.7163759862449981,-0.3243018055616864,1,0,1
F5 LEMA,LEMA,6,3,0.5,0.8079117063492063,0.4842297625826365,-0.635879349313353,1,0.125,0.875
F6 CHFU,CHFU,4,3,1,1,0,NaN,1,0,1
F6 CHMI,CHMI,8,3,1,1,0,NaN,1,0,1
F6 LEMA,LEMA,6,3,0.42857142857142855,0.8079117063492063,0.4842297625826365,-0.7833890171363459,1,0.32653061224489793,0.6734693877551021
F6 PUPA,PUPA,6,3,0.75,0.8079117063492063,0.4842297625826365,-0.11959551193287779,1,0.0625,0.9375
Geometridae LEMA,LEMA,13,3,1,0.5625,0.6187184335382291,0.7071067811865476,1,0,1
Lasioglossum_malachurum CETE,CETE,3,3,2.7142857142857144,1.2323220258002867,0.7163759862449981,2.0686953735752405,2.7142857142857144,0,1
Lasioglossum_malachurum LEMA,LEMA,3,3,0.8928571428571428,1.2323220258002867,0.7163759862449981,-0.4738641292577444,1.75,0.0633069554352353,0.9366930445647647
Lasioglossum_malachurum PUPA,PUPA,3,3,2.9130434782608696,1.2323220258002867,0.7163759862449981,2.346144321880971,3,4.2007981516488136e-4,0.9995799201848351
Malachius_bipustulatus LEMA,LEMA,11,3,0.6666666666666666,0.32539682539682535,0.29578801831086066,1.1537649267157981,1,0.1111111111111111,0.8888888888888888
Musca_sp CHFU,CHFU,4,3,1,1,0,NaN,1.0909090909090908,0.006944444444444446,0.9930555555555556
Musca_sp CHMI,CHMI,10,3,1,1,0,NaN,1.1428571428571428,0.015625,0.984375
Nemotelus_sp CHMI,CHMI,8,3,1,1,0,NaN,1,0,1
Pieris_brassicae PUPA,PUPA,7,3,1,0.9732142857142857,0.554171142122995,0.048334733171236426,1,0,1
Psilothrix_viridicoerulea CHFU,CHFU,2,3,1.7272727272727273,0.8313532488000573,0.34672666945248914,2.583935870544377,1.7272727272727273,0,1
Psilothrix_viridicoerulea LEMA,LEMA,2,3,1.0319148936170213,0.8313532488000573,0.34672666945248914,0.5784430864048266,1.5,0.019314923796589705,0.9806850762034103
Sarcophaga_sp CHFU,CHFU,9,3,1.7272727272727273,1.1639610389610389,0.5767504783673425,0.9766991262951417,1.7272727272727273,0,1
Sarcophaga_sp LEMA,LEMA,9,3,1.5,1.1639610389610389,0.5767504783673425,0.5826418419109347,1.5,0,1
Sphaerophoria_scripta LEMA,LEMA,14,3,1,0.5833333333333334,0.3818813079129867,1.0910894511799618,1,0,1
Ulidiidae CHFU,CHFU,4,3,1,1,0,NaN,1,0,1
A1 LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
A2 LEMA,LEMA,3,4,1,1.1625,0.500086798021659,-0.32494359107828746,1,0,1
A4 LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
A4 PUPA,PUPA,3,4,1,1.1625,0.500086798021659,-0.32494359107828746,1,0,1
A6 LEMA,LEMA,3,4,0.6666666666666666,1.1625,0.500086798021659,-0.9914945471363127,1,0.1111111111111111,0.8888888888888888
Anthicidae LEMA,LEMA,5,4,1,1,0,NaN,1,0,1
B1 LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
B2 LEMA,LEMA,1,4,0.75,0.8274485930735931,0.16364789614701727,-0.4732636037313621,1,0.0625,0.9375
B3 LEMA,LEMA,5,4,1,1,0,NaN,1,0,1
B5 LEMA,LEMA,1,4,0.6666666666666666,0.8274485930735931,0.16364789614701727,-0.9824869747331423,1,0.1111111111111111,0.8888888888888888
Brassicogethes_sp LEMA,LEMA,1,4,0.9285714285714285,0.8274485930735931,0.16364789614701727,0.6179293341295944,1,0.0028344671201814054,0.9971655328798186
C1 LEMA,LEMA,1,4,0.75,0.8274485930735931,0.16364789614701727,-0.4732636037313621,1,0.0625,0.9375
C2 LEMA,LEMA,2,4,1,0.7936507936507936,0.21922583042751004,0.9412631985327957,1,0,1
C3 LEMA,LEMA,1,4,0.7272727272727273,0.8274485930735931,0.16364789614701727,-0.6121427049136656,1,0.07438016528925619,0.9256198347107438
C4 LEMA,LEMA,1,4,0.75,0.8274485930735931,0.16364789614701727,-0.4732636037313621,1,0.0625,0.9375
C5 LEMA,LEMA,1,4,0.6666666666666666,0.8274485930735931,0.16364789614701727,-0.9824869747331423,1,0.1111111111111111,0.8888888888888888
Cryptocephalus_sp LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
D1 LEMA,LEMA,1,4,0.6666666666666666,0.8274485930735931,0.16364789614701727,-0.9824869747331423,1,0.05555555555555555,0.9444444444444444
D2 LEMA,LEMA,4,4,1,0.8333333333333334,0.28867513459481287,0.5773502691896256,1,0,1
D3 LEMA,LEMA,6,4,1,1,0,NaN,1,0,1
D6 LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
E1 LEMA,LEMA,2,4,0.8333333333333333,0.7936507936507936,0.21922583042751004,0.181012153563999,1,0.027777777777777776,0.9722222222222222
E2 LEMA,LEMA,2,4,1,0.7936507936507936,0.21922583042751004,0.9412631985327957,1,0,1
E3 LEMA,LEMA,7,4,1,0.6666666666666666,0.4714045207910317,0.7071067811865476,1,0,1
E5 LEMA,LEMA,1,4,0.8333333333333334,0.8274485930735931,0.16364789614701727,0.03595976727041805,1,0.027777777777777776,0.9722222222222222
Elateridae LEMA,LEMA,7,4,0.3333333333333333,0.6666666666666666,0.4714045207910317,-0.7071067811865475,1,0.4444444444444444,0.5555555555555556
F1 LEMA,LEMA,2,4,1,0.7936507936507936,0.21922583042751004,0.9412631985327957,1,0,1
F2 LEMA,LEMA,1,4,0.5,0.8274485930735931,0.16364789614701727,-2.000933716736702,1,0.125,0.875
F3 LEMA,LEMA,2,4,0.5,0.7936507936507936,0.21922583042751004,-1.3394899363735935,1,0.25,0.75
F4 LEMA,LEMA,1,4,1,0.8274485930735931,0.16364789614701727,1.0544065092739778,1,0,1
Lasioglossum_immunitum LEMA,LEMA,4,4,0.5,0.8333333333333334,0.28867513459481287,-1.1547005383792517,1,0.25,0.75
Lasioglossum_malachurum LEMA,LEMA,3,4,1.1458333333333333,1.1625,0.500086798021659,-0.033327547802901585,1.3125,0.016124968505920885,0.9838750314940791
Lasioglossum_malachurum PUPA,PUPA,3,4,2,1.1625,0.500086798021659,1.674709277095788,2,0,1
Lasioglossum_sp LEMA,LEMA,4,4,1,0.8333333333333334,0.28867513459481287,0.5773502691896256,1,0,1
Oedemeridae LEMA,LEMA,2,4,0.6666666666666666,0.7936507936507936,0.21922583042751004,-0.5792388914047972,1,0.1111111111111111,0.8888888888888888
Psilothrix_viridicoerulea LEMA,LEMA,2,4,0.5555555555555556,0.7936507936507936,0.21922583042751004,-1.0860729213839946,1,0.19753086419753085,0.8024691358024691
Ulidiidae LEMA,LEMA,6,4,1,1,0,NaN,1,0,1
A6 LEMA,LEMA,2,5,1,0.8125,0.29315098498896436,0.6396021490668313,1,0,1
A6 PUPA,PUPA,4,5,1,1,0,NaN,1,0,1
B4 LEMA,LEMA,2,5,1,0.8125,0.29315098498896436,0.6396021490668313,1,0,1
B5 LEMA,LEMA,6,5,0.25,0.625,0.5303300858899106,-0.7071067811865476,1,0.3125,0.6875
B6 LEMA,LEMA,2,5,1,0.8125,0.29315098498896436,0.6396021490668313,1,0,1
Brassicogethes_sp LEMA,LEMA,1,5,0.925,0.8916666666666666,0.14768286013377002,0.22570888255509378,1,0.0018750000000000004,0.998125
C2 LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
C4 LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
C5 LEMA,LEMA,3,5,1,1,0,NaN,1,0,1
C6 LEMA,LEMA,2,5,0.5,0.8125,0.29315098498896436,-1.0660035817780522,1,0.25,0.75
Cylindromyia_sp LEMA,LEMA,3,5,1,1,0,NaN,1,0,1
D1 LEMA,LEMA,2,5,1,0.8125,0.29315098498896436,0.6396021490668313,1,0,1
D2 LEMA,LEMA,5,5,0.3333333333333333,0.6666666666666666,0.4714045207910317,-0.7071067811865475,1,0.2777777777777778,0.7222222222222222
D5 LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
E1 LEMA,LEMA,1,5,0.7142857142857142,0.8916666666666666,0.14768286013377002,-1.2010936964538883,1,0.08163265306122448,0.9183673469387755
Elateridae LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
F1 LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
F2 LEMA,LEMA,1,5,0.8888888888888888,0.8916666666666666,0.14768286013377002,-0.018809073546257687,1,0.012345679012345678,0.9876543209876543
F3 LEMA,LEMA,1,5,0.5714285714285714,0.8916666666666666,0.14768286013377002,-2.168417478832858,1,0.18367346938775508,0.8163265306122449
F4 LEMA,LEMA,1,5,0.7142857142857143,0.8916666666666666,0.14768286013377002,-1.2010936964538876,1,0.08163265306122448,0.9183673469387755
F5 LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
F6 LEMA,LEMA,1,5,0.7777777777777777,0.8916666666666666,0.14768286013377002,-0.7711720153965682,1,0.04938271604938271,0.9506172839506173
Lasioglossum_malachurum PUPA,PUPA,4,5,1,1,0,NaN,1,0,1
Lasioglossum_sp LEMA,LEMA,5,5,1,0.6666666666666666,0.4714045207910317,0.7071067811865476,1,0,1
Musca_sp LEMA,LEMA,6,5,1,0.625,0.5303300858899106,0.7071067811865476,1,0,1
Psilothrix_viridicoerulea LEMA,LEMA,2,5,0.375,0.8125,0.29315098498896436,-1.4924050144892729,1,0.19618055555555552,0.8038194444444444
Ulidiidae LEMA,LEMA,1,5,1,0.8916666666666666,0.14768286013377002,0.7335538683040529,1,0,1
A3 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
A5 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
B6 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
Brassicogethes_sp LEMA,LEMA,1,6,0.8888888888888888,0.9920634920634921,0.029695693545824946,-3.474396144861518,1,0.012345679012345678,0.9876543209876543
C2 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
C3 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
C6 LEMA,LEMA,2,6,0.7142857142857142,0.9047619047619048,0.16495721976846456,-1.1547005383792517,1,0.08163265306122448,0.9183673469387755
C6 PUPA,PUPA,3,6,1,1,0,NaN,1,0,1
D6 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
E5 PUPA,PUPA,3,6,1,1,0,NaN,1,0,1
E6 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
F3 PUPA,PUPA,3,6,1,1,0,NaN,1,0,1
F4 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
F5 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
F6 LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
Lasioglossum_malachurum LEMA,LEMA,2,6,1,0.9047619047619048,0.16495721976846456,0.5773502691896255,1.3125,0.056689342403628114,0.9433106575963719
Lasioglossum_malachurum PUPA,PUPA,3,6,1,1,0,NaN,2,0.25,0.75
Malachius_bipustulatus LEMA,LEMA,2,6,1,0.9047619047619048,0.16495721976846456,0.5773502691896255,1,0,1
Musca_sp LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
Oedemeridae LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
Psilothrix_viridicoerulea LEMA,LEMA,1,6,1,0.9920634920634921,0.029695693545824946,0.2672612419124233,1,0,1
A1 LEMA,LEMA,14,7,0.5,0.75,0.3535533905932738,-0.7071067811865475,1,0.25,0.75
A2 LEMA,LEMA,3,7,1,0.7718939393939394,0.23626337390461294,0.9654736442481954,1,0,1
A2 SPRU,SPRU,2,7,1,1.833996212121212,1.3245121817466625,-0.6296629231611924,1,0,1
A3 LEMA,LEMA,3,7,1,0.7718939393939394,0.23626337390461294,0.9654736442481954,1,0,1
A4 CHFU,CHFU,6,7,1,1,0,NaN,1,0,1
A4 LEMA,LEMA,4,7,0.6,0.6171768707482993,0.2734053755984173,-0.0628256511442153,1,0.16000000000000003,0.84
A5 LEMA,LEMA,4,7,1,0.6171768707482993,0.2734053755984173,1.4002033735210757,1,0,1
A6 LEMA,LEMA,11,7,0.5,0.5666666666666667,0.40414518843273806,-0.16495721976846445,1,0.25,0.75
Anastoechus_sp LEMA,LEMA,10,7,1,0.8333333333333334,0.28867513459481287,0.5773502691896256,1,0,1
Andrena_humilis LEMA,LEMA,1,7,0.8461538461538463,0.7107748312293767,0.1742957109477466,0.7767202886883192,1,0.006153846153846155,0.9938461538461538
B1 LEMA,LEMA,1,7,0.6,0.7107748312293767,0.1742957109477466,-0.6355568397353548,1,0.16000000000000003,0.84
B2 LEMA,LEMA,13,7,0.2,0.6,0.565685424949238,-0.7071067811865475,1,0.32000000000000006,0.6799999999999999
B2 MESU,MESU,5,7,1,1.25,0.6454972243679028,-0.3872983346207417,1,0,1
B3 LEMA,LEMA,1,7,0.9090909090909091,0.7107748312293767,0.1742957109477466,1.1378138726602804,1,0.008264462809917356,0.9917355371900827
B4 LEMA,LEMA,1,7,0.6,0.7107748312293767,0.1742957109477466,-0.6355568397353548,1,0.08000000000000002,0.9199999999999999
B5 LEMA,LEMA,1,7,0.7692307692307693,0.7107748312293767,0.1742957109477466,0.335383686055921,1,0.053254437869822494,0.9467455621301775
B6 LEMA,LEMA,1,7,1,0.7107748312293767,0.1742957109477466,1.6593934939531145,1,0,1
Braconidae LEMA,LEMA,14,7,1,0.75,0.3535533905932738,0.7071067811865475,1,0,1
Brassicogethes_sp LEMA,LEMA,3,7,0.5272727272727272,0.7718939393939394,0.23626337390461294,-1.0353750904275731,1,0.05421487603305785,0.9457851239669421
C1 LEMA,LEMA,1,7,0.6,0.7107748312293767,0.1742957109477466,-0.6355568397353548,1,0.08000000000000002,0.9199999999999999
C1 MESU,MESU,2,7,1,1.833996212121212,1.3245121817466625,-0.6296629231611924,1,0,1
C2 BEMA,BEMA,5,7,0.5,1.25,0.6454972243679028,-1.161895003862225,1,0.25,0.75
C2 LEMA,LEMA,1,7,0.6666666666666666,0.7107748312293767,0.1742957109477466,-0.25306511745394333,1,0.1111111111111111,0.8888888888888888
C3 LEMA,LEMA,3,7,1,0.7718939393939394,0.23626337390461294,0.9654736442481954,1,0,1
C4 CETE,CETE,7,7,1,1.0677083333333333,0.6542628644767586,-0.10348796639632366,1,0,1
C4 LEMA,LEMA,1,7,0.375,0.7107748312293767,0.1742957109477466,-1.9264664024351186,1,0.109375,0.890625
C5 LEMA,LEMA,3,7,1,0.7718939393939394,0.23626337390461294,0.9654736442481954,1,0,1
C6 LEMA,LEMA,3,7,0.875,0.7718939393939394,0.23626337390461294,0.4364030653675836,1,0.015625,0.984375
Cryptocephalus_sp LEMA,LEMA,11,7,1,0.5666666666666667,0.40414518843273806,1.0722219284950192,1,0,1
Cylindromyia_sp LEMA,LEMA,10,7,1,0.8333333333333334,0.28867513459481287,0.5773502691896256,1,0,1
D1 LEMA,LEMA,1,7,0.7857142857142857,0.7107748312293767,0.1742957109477466,0.4299558151914345,1,0.02551020408163265,0.9744897959183674
D4 LEMA,LEMA,12,7,0.6666666666666666,0.8333333333333333,0.23570226039551587,-0.7071067811865472,1,0.1111111111111111,0.8888888888888888
D5 LEMA,LEMA,11,7,0.2,0.5666666666666667,0.40414518843273806,-0.9072647087265546,1,0.4,0.6
D6 LEMA,LEMA,2,7,0.5,1.833996212121212,1.3245121817466625,-1.0071603949780537,1,0.17000000000000004,0.83
E1 CHFU,CHFU,6,7,1,1,0,NaN,1,0,1
E1 LEMA,LEMA,10,7,0.5,0.8333333333333334,0.28867513459481287,-1.1547005383792517,1,0.25,0.75
E2 LEMA,LEMA,4,7,0.42857142857142855,0.6171768707482993,0.2734053755984173,-0.6898380902864828,1,0.2040816326530612,0.7959183673469388
E4 CHFU,CHFU,6,7,1,1,0,NaN,1,0,1
E4 LEMA,LEMA,3,7,0.5,0.7718939393939394,0.23626337390461294,-1.1508086712742518,1,0.125,0.875
E5 LEMA,LEMA,7,7,0.5,1.0677083333333333,0.6542628644767586,-0.8677067951691761,1,0.25,0.75
E6 BEMA,BEMA,8,7,1,1,0,NaN,1,0,1
E6 LEMA,LEMA,3,7,0.75,0.7718939393939394,0.23626337390461294,-0.09266751351302821,1,0.03125,0.96875
Episyrphus_balteatus BEMA,BEMA,8,7,1,1,0,NaN,1,0,1
F1 LEMA,LEMA,4,7,1,0.6171768707482993,0.2734053755984173,1.4002033735210757,1,0,1
F1 SPRU,SPRU,9,7,1,1,0,NaN,1,0,1
F2 CHFU,CHFU,6,7,1,1,0,NaN,1,0,1
F2 LEMA,LEMA,1,7,0.6666666666666666,0.7107748312293767,0.1742957109477466,-0.25306511745394333,1,0.1111111111111111,0.8888888888888888
F3 LEMA,LEMA,3,7,0.4,0.7718939393939394,0.23626337390461294,-1.574065134378741,1,0.20000000000000004,0.7999999999999999
F4 LEMA,LEMA,4,7,0.3333333333333333,0.6171768707482993,0.2734053755984173,-1.038178334254409,1,0.16666666666666666,0.8333333333333334
F5 LEMA,LEMA,3,7,0.6666666666666666,0.7718939393939394,0.23626337390461294,-0.44538123276676955,1,0.1111111111111111,0.8888888888888888
Lagorina_sericea LEMA,LEMA,12,7,1,0.8333333333333333,0.23570226039551587,0.7071067811865478,1,0,1
Lasioglossum_malachurum CETE,CETE,7,7,2,1.0677083333333333,0.6542628644767586,1.4249496911493813,2,0,1
Lasioglossum_malachurum LEMA,LEMA,7,7,0.7708333333333333,1.0677083333333333,0.6542628644767586,-0.45375492958388114,1.4375,0.1075404326822096,0.8924595673177904
Lasioglossum_sp SPRU,SPRU,9,7,1,1,0,NaN,1,0,1
Malachius_bipustulatus LEMA,LEMA,13,7,1,0.6,0.565685424949238,0.7071067811865476,1,0,1
Musca_sp BEMA,BEMA,5,7,1.5,1.25,0.6454972243679028,0.3872983346207417,1.5,0,1
Musca_sp MESU,MESU,5,7,2,1.25,0.6454972243679028,1.161895003862225,2,0,1
Nemotelus_sp LEMA,LEMA,2,7,1,1.833996212121212,1.3245121817466625,-0.6296629231611924,1,0,1
Oedemeridae LEMA,LEMA,4,7,0.5,0.6171768707482993,0.2734053755984173,-0.42858290731053794,1,0.25,0.75
Psilothrix_viridicoerulea LEMA,LEMA,4,7,0.4583333333333333,0.6171768707482993,0.2734053755984173,-0.5809817640465058,1,0.11631944444444442,0.8836805555555556
Sphaerophoria_scripta BEMA,BEMA,2,7,2.3333333333333335,1.833996212121212,1.3245121817466625,0.3769970016837707,3.3333333333333335,0.09,0.91
Sphaerophoria_scripta LEMA,LEMA,2,7,1.2386363636363638,1.833996212121212,1.3245121817466625,-0.4494936752485995,1.875,0.03056014692378329,0.9694398530762167
Sphaerophoria_scripta MESU,MESU,2,7,4,1.833996212121212,1.3245121817466625,1.6353219077399743,4,0,1
Sphaerophoria_scripta SPRU,SPRU,2,7,3.6,1.833996212121212,1.3245121817466625,1.3333239302864857,3.6,0,1
Ulidiidae CHFU,CHFU,6,7,1,1,0,NaN,1,0,1
A1 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
A1 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
A2 CHFU,CHFU,2,8,0.75,0.9578045126035607,0.11111881528765193,-1.8701109444482438,1,0.0625,0.9375
A2 PUPA,PUPA,7,8,1,1.0199675324675326,0.5227288608106876,-0.03819864171372787,1,0,1
A3 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
A4 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
A5 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
A5 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
A5 SCLA,SCLA,6,8,1,1.0875,0.5339243686904368,-0.1638808886258784,1,0,1
A6 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
A6 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
A6 SCLA,SCLA,3,8,1,1.371080830933772,0.6776214335037012,-0.5476226290763355,1,0,1
Anastoechus_sp LEMA,LEMA,6,8,1,1.0875,0.5339243686904368,-0.1638808886258784,1,0,1
Andrena_humilis LEMA,LEMA,6,8,1.6125,1.0875,0.5339243686904368,0.9832853317552717,1.8125,0.01217598097502973,0.9878240190249703
Andrena_humilis SCLA,SCLA,6,8,2,1.0875,0.5339243686904368,1.709043552812734,2,0,1
Andrena_sp CHFU,CHFU,8,8,0.7272727272727273,1.0746212121212122,0.591848636317071,-0.586887361961243,1.7272727272727273,0.33518005540166207,0.6648199445983379
Andrena_sp LEMA,LEMA,8,8,1.8125,1.0746212121212122,0.591848636317071,1.2467356391499467,1.8125,0,1
Andrena_sp PUPA,PUPA,8,8,1.5,1.0746212121212122,0.591848636317071,0.7187290157933214,2,0.0625,0.9375
Anthicidae LEMA,LEMA,5,8,1.3125,1.2599431818181819,0.5482562005103742,0.0958617852983564,1.3125,0,1
Anthicidae PUPA,PUPA,5,8,2,1.2599431818181819,0.5482562005103742,1.3498375713633441,2,0,1
B1 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
B2 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
B2 LEMA,LEMA,1,8,0.6,1.0726939237233355,0.5372649163950871,-0.8798153560723697,1,0.16000000000000003,0.84
B2 PUPA,PUPA,9,8,1,1,0,NaN,1,0,1
B3 LEMA,LEMA,3,8,1,1.371080830933772,0.6776214335037012,-0.5476226290763355,1,0,1
B4 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
B4 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
B4 MESU,MESU,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
B4 PUPA,PUPA,8,8,1,1.0746212121212122,0.591848636317071,-0.12608158157727914,1,0,1
B5 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
B5 LEMA,LEMA,16,8,0.3333333333333333,0.6666666666666666,0.4714045207910317,-0.7071067811865475,1,0.4444444444444444,0.5555555555555556
B5 PUPA,PUPA,1,8,0.5,1.0726939237233355,0.5372649163950871,-1.0659432735082874,1,0.25,0.75
B6 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
B6 LEMA,LEMA,1,8,0.875,1.0726939237233355,0.5372649163950871,-0.367963583123596,1,0.015625,0.984375
B6 PUPA,PUPA,9,8,1,1,0,NaN,1,0,1
Brassicogethes_sp LEMA,LEMA,1,8,1.8504901960784315,1.0726939237233355,0.5372649163950871,1.4476960036287385,2.125,0.0035759469674293493,0.9964240530325706
Brassicogethes_sp PUPA,PUPA,1,8,2.6,1.0726939237233355,0.5372649163950871,2.8427429926459844,2.6,0,1
Brassicogethes_sp SCLA,SCLA,1,8,2.230769230769231,1.0726939237233355,0.5372649163950871,2.1555014513441346,2.230769230769231,0,1
C1 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
C1 LEMA,LEMA,1,8,0.6666666666666666,1.0726939237233355,0.5372649163950871,-0.7557300777817579,1,0.1111111111111111,0.8888888888888888
C1 MESU,MESU,13,8,1,1.171875,0.6236965574967793,-0.2755747132705435,1,0,1
C1 SCLA,SCLA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
C2 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
C2 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
C3 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
C3 LEMA,LEMA,3,8,1,1.371080830933772,0.6776214335037012,-0.5476226290763355,1,0,1
C4 CHFU,CHFU,7,8,0.5,1.0199675324675326,0.5227288608106876,-0.9947174748704853,1,0.25,0.75
C4 LEMA,LEMA,8,8,0.3333333333333333,1.0746212121212122,0.591848636317071,-1.2524957114047466,1,0.2777777777777778,0.7222222222222222
C5 CHFU,CHFU,2,8,0.6666666666666666,0.9578045126035607,0.11111881528765193,-2.6200589448621194,1,0.1111111111111111,0.8888888888888888
C5 LEMA,LEMA,1,8,0.6666666666666666,1.0726939237233355,0.5372649163950871,-0.7557300777817579,1,0.1111111111111111,0.8888888888888888
C6 CHFU,CHFU,2,8,0.625,0.9578045126035607,0.11111881528765193,-2.995032945069057,1,0.140625,0.859375
C6 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
C6 SCLA,SCLA,6,8,0.5,1.0875,0.5339243686904368,-1.1003431093451845,1,0.25,0.75
Cryptocephalus_sp LEMA,LEMA,16,8,1,0.6666666666666666,0.4714045207910317,0.7071067811865476,1,0,1
Cylindromyia_sp LEMA,LEMA,13,8,1.1875,1.171875,0.6236965574967793,0.0250522466609585,1.1875,0,1
Cylindromyia_sp MESU,MESU,13,8,2,1.171875,0.6236965574967793,1.3277690730308005,2,0,1
D1 CHFU,CHFU,2,8,0.6666666666666666,0.9578045126035607,0.11111881528765193,-2.6200589448621194,1,0.1111111111111111,0.8888888888888888
D1 LEMA,LEMA,5,8,0.7272727272727273,1.2599431818181819,0.5482562005103742,-0.9715721482941538,1,0.024793388429752067,0.9752066115702479
D2 CHFU,CHFU,7,8,1,1.0199675324675326,0.5227288608106876,-0.03819864171372787,1,0,1
D2 LEMA,LEMA,13,8,0.5,1.171875,0.6236965574967793,-1.0772466064212154,1,0.25,0.75
D2 PUPA,PUPA,4,8,1,1.2605555555555557,0.4974983714843996,-0.5237314742923255,1,0,1
D3 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
D4 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
D4 LEMA,LEMA,1,8,1,1.0726939237233355,0.5372649163950871,-0.13530368632869888,1,0,1
D4 PUPA,PUPA,14,8,1,1,0,NaN,1,0,1
D5 CHFU,CHFU,2,8,1,0.9578045126035607,0.11111881528765193,0.37973305679338243,1,0,1
D5 LEMA,LEMA,6,8,0.6666666666666666,1.0875,0.5339243686904368,-0.7881890357720825,1,0.1111111111111111,0.8888888888888888
D5 PUPA,PUPA,5,8,1,1.2599431818181819,0.5482562005103742,-0.4741272083675471,1,0,1
