Plot,ID,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,Week
5,Psilothrix_viridicoerulea,B6 LEMA,1,11,0,17
5,Brassicogethes_sp,C2 LEMA,1,11,0,17
5,Brassicogethes_sp,C4 LEMA,2,11,0,17
5,Psilothrix_viridicoerulea,C6 LEMA,1,11,0,17
5,Psilothrix_viridicoerulea,D1 LEMA,1,11,0,17
5,Brassicogethes_sp,D2 LEMA,1,11,0,17
5,Psilothrix_viridicoerulea,D2 LEMA,3,11,0,17
5,Brassicogethes_sp,D5 LEMA,2,11,0,17
5,Brassicogethes_sp,E1 LEMA,4,11,0,17
5,Elateridae,E1 LEMA,1,0,0,17
5,Psilothrix_viridicoerulea,E1 LEMA,2,11,0,17
5,Brassicogethes_sp,F1 LEMA,2,11,0,17
5,Brassicogethes_sp,F2 LEMA,6,11,0,17
5,Psilothrix_viridicoerulea,F2 LEMA,1,11,0,17
5,Brassicogethes_sp,F3 LEMA,3,11,0,17
5,Psilothrix_viridicoerulea,F3 LEMA,1,11,0,17
5,Brassicogethes_sp,F4 LEMA,4,11,0,17
5,Psilothrix_viridicoerulea,F4 LEMA,1,11,0,17
5,Brassicogethes_sp,F5 LEMA,2,11,0,17
5,Brassicogethes_sp,F6 LEMA,2,11,0,17
5,Psilothrix_viridicoerulea,F6 LEMA,1,11,0,17
6,Brassicogethes_sp,A3 LEMA,1,6,0,17
6,Psilothrix_viridicoerulea,A3 LEMA,1,4,0,17
6,Psilothrix_viridicoerulea,A5 LEMA,2,4,0,17
6,Brassicogethes_sp,C2 LEMA,2,6,0,17
6,Psilothrix_viridicoerulea,C2 LEMA,1,4,0,17
6,Psilothrix_viridicoerulea,C3 LEMA,1,4,0,17
6,Brassicogethes_sp,C6 LEMA,2,6,0,17
6,Brassicogethes_sp,E6 LEMA,6,6,0,17
6,Musca_sp,E6 LEMA,1,0,0,17
6,Oedemeridae,E6 LEMA,1,0,0,17
6,Psilothrix_viridicoerulea,E6 LEMA,2,4,0,17
6,Brassicogethes_sp,F4 LEMA,1,6,0,17
6,Brassicogethes_sp,F5 LEMA,1,6,0,17
6,Brassicogethes_sp,F6 LEMA,1,6,0,17
7,Brassicogethes_sp,A2 LEMA,4,16,0,17
7,Psilothrix_viridicoerulea,A5 LEMA,2,6,0,17
